1	18	1	0.00375915	0.899244
1	18	1	0.0107707	2.18072
1	18	1	0.0384432	7.2383
1	18	0	0.0538632	10.0566
1	18	2	0.0546405	10.1986
1	18	2	0.0664611	12.359
1	18	0	0.0763932	14.1743
1	18	3	0.108131	19.9749
1	18	3	0.121673	22.4498
1	18	2	0.160191	29.4897
1	18	3	0.166057	30.5618
1	18	2	0.168869	31.0757
1	18	1	0.173296	31.8848
1	18	1	0.176342	32.4415
1	18	1	0.176568	32.4829
1	18	1	0.187755	34.5274
1	18	1	0.19008	34.9523
1	18	0	0.211859	38.9328
1	18	1	0.213637	39.2578
1	18	0	0.224094	41.169
1	18	1	0.228794	42.028
1	18	0	0.23736	43.5936
1	18	0	0.252758	46.4078
1	18	3	0.258372	47.4339
1	18	3	0.269437	49.4562
1	18	2	0.304618	55.8859
1	18	3	0.307122	56.3436
1	18	2	0.340786	62.4963
1	18	2	0.351036	64.3695
1	18	3	0.364293	66.7925
1	18	1	0.365466	67.0069
1	18	0	0.365934	67.0925
1	18	2	0.392309	71.9129
1	18	1	0.417904	76.5908
1	18	3	0.419072	76.8042
1	18	3	0.431331	79.0448
1	18	0	0.431966	79.1608
1	18	2	0.434861	79.6901
1	18	0	0.438381	80.3333
1	18	2	0.441128	80.8353
1	18	3	0.447706	82.0377
1	18	0	0.453959	83.1804
1	18	0	0.476059	87.2195
1	18	2	0.478726	87.7071
1	18	1	0.51208	93.8031
1	18	0	0.526408	96.4216
1	18	2	0.577806	105.815
1	18	0	0.589659	107.982
1	18	2	0.600975	110.05
1	18	0	0.624933	114.429
1	18	3	0.625804	114.588
1	18	3	0.681395	124.748
1	18	1	0.705969	129.239
1	18	2	0.718894	131.602
1	18	1	0.722367	132.236
1	18	0	0.723528	132.448
1	18	2	0.72572	132.849
1	18	1	0.726587	133.007
1	18	0	0.730037	133.638
1	18	0	0.761697	139.425
1	18	2	0.77046	141.026
1	18	0	0.77827	142.453
1	18	3	0.781821	143.103
1	18	1	0.800836	146.578
1	18	3	0.818065	149.727
1	18	0	0.819033	149.904
1	18	1	0.821413	150.338
1	18	1	0.850703	155.692
1	18	2	0.864988	158.302
1	18	0	0.89718	164.186
1	18	1	0.90109	164.901
1	18	3	0.908346	166.227
1	18	3	0.916071	167.639
1	18	0	0.933663	170.854
1	18	1	0.991351	181.397
2	11	3	0.374819	13.0957
2	11	3	0.627826	15.1502
2	11	0	0.879054	17.1902
2	8	0	0.0260919	23.7435
2	8	0	0.0490181	27.492
2	8	1	0.0617245	29.5695
2	8	2	0.0896458	34.1346
2	8	1	0.0929843	34.6805
2	8	1	0.114326	38.1699
2	8	2	0.117332	38.6613
2	8	1	0.160789	45.7665
2	8	2	0.17823	48.6182
2	8	2	0.192886	51.0144
2	8	2	0.21428	54.5124
2	8	3	0.236865	58.205
2	8	2	0.248629	60.1284
2	8	2	0.278507	65.0136
2	8	1	0.278719	65.0483
2	8	2	0.283089	65.7627
2	8	0	0.310037	70.1688
2	8	1	0.323973	72.4472
2	8	3	0.360284	78.3841
2	8	1	0.365289	79.2025
2	8	3	0.377415	81.1851
2	8	2	0.379	81.4442
2	8	2	0.4177	87.7717
2	8	3	0.468016	95.9984
2	8	1	0.503843	101.856
2	8	2	0.520561	104.59
2	8	3	0.525261	105.358
2	8	3	0.539053	107.613
2	8	0	0.566063	112.029
2	8	1	0.568377	112.408
2	8	1	0.631795	122.776
2	8	3	0.633851	123.113
2	8	0	0.64959	125.686
2	8	2	0.651661	126.024
2	8	2	0.654876	126.55
2	8	0	0.665679	128.316
2	8	3	0.670891	129.169
2	8	0	0.686147	131.663
2	8	3	0.694638	133.051
2	8	0	0.695841	133.248
2	8	1	0.705379	134.807
2	8	3	0.707924	135.224
2	8	2	0.744085	141.136
2	8	2	0.744346	141.178
2	8	0	0.751808	142.399
2	8	2	0.781813	147.304
2	8	0	0.78418	147.691
2	8	2	0.78504	147.832
2	8	1	0.808359	151.645
2	8	3	0.820614	153.648
2	8	3	0.820934	153.701
2	8	3	0.860488	160.168
2	8	3	0.876971	162.863
2	8	1	0.880148	163.382
2	8	3	0.881147	163.546
2	8	3	0.885894	164.322
2	8	1	0.899762	166.589
2	8	3	0.904842	167.42
2	8	1	0.91115	168.451
2	8	0	0.918705	169.686
2	8	3	0.935324	172.404
2	8	0	0.946278	174.195
2	8	0	0.947723	174.431
2	8	1	0.96233	176.819
2	8	0	0.971344	178.293
2	8	3	0.973187	178.594
2	8	0	0.996699	182.438
3	12	2	0.0442324	11.6991
3	12	1	0.160755	16.0379
3	12	2	0.369841	23.8234
3	12	0	0.408583	25.266
3	12	1	0.42494	25.8751
3	12	1	0.465282	27.3772
3	12	0	0.595769	32.236
3	12	2	0.63866	33.8331
3	12	3	0.7503	37.99
3	12	1	0.783798	39.2374
3	12	2	0.967873	46.0915
3	6	3	0.0824995	49.1159
3	6	1	0.107414	49.668
3	6	2	0.179389	51.2629
3	6	1	0.250289	52.8339
3	6	3	0.283887	53.5784
3	6	2	0.547202	59.4131
3	6	0	0.998299	69.4089
3	2	3	0.020806	71.8087
3	2	1	0.0770765	78.1972
3	2	3	0.0967617	80.4321
3	2	3	0.120762	83.1569
3	2	0	0.125819	83.731
3	2	3	0.130454	84.2573
3	2	2	0.15225	86.7318
3	2	0	0.206053	92.8401
3	2	1	0.261277	99.1098
3	2	3	0.298622	103.35
3	2	1	0.308994	104.527
3	2	0	0.312674	104.945
3	2	1	0.323014	106.119
3	2	0	0.3353	107.514
3	2	3	0.336454	107.645
3	2	0	0.350818	109.275
3	2	1	0.363051	110.664
3	2	3	0.415032	116.566
3	2	0	0.419498	117.073
3	2	1	0.434974	118.83
3	2	3	0.458074	121.452
3	2	0	0.50347	126.606
3	2	3	0.562867	133.35
3	2	0	0.575819	134.82
3	2	3	0.583183	135.656
3	2	0	0.613427	139.09
3	2	1	0.628898	140.846
3	2	3	0.634574	141.491
3	2	1	0.640028	142.11
3	2	1	0.666522	145.118
3	2	1	0.72437	151.685
3	2	2	0.744428	153.963
3	2	1	0.760818	155.823
3	2	2	0.780687	158.079
3	2	1	0.784394	158.5
3	2	1	0.808552	161.243
3	2	0	0.838531	164.646
3	2	2	0.870654	168.293
3	2	3	0.87306	168.566
3	2	3	0.91219	173.009
3	2	0	0.914228	173.24
3	2	1	0.949366	177.23
3	2	0	0.955789	177.959
3	2	3	0.979547	180.656
3	2	0	0.992065	182.077
3	2	3	0.998675	182.828
4	11	3	0.374819	13.0957
4	11	3	0.627826	15.1502
4	11	0	0.879054	17.1902
4	10	2	0.0383732	19.6093
4	10	0	0.0762682	21.0283
4	10	1	0.118665	22.6159
4	10	3	0.222143	26.4909
4	10	0	0.289104	28.9984
4	10	0	0.326368	30.3938
4	10	1	0.378501	32.346
4	10	1	0.401517	33.2079
4	10	0	0.427213	34.1701
4	10	2	0.751034	46.2962
4	10	2	0.75628	46.4927
4	10	2	0.763539	46.7645
4	10	3	0.764948	46.8173
4	10	0	0.862558	50.4725
4	3	2	0.0212341	58.3236
4	3	2	0.031226	59.5961
4	3	3	0.0491772	61.8824
4	3	3	0.0653643	63.9439
4	3	1	0.0696873	64.4945
4	3	0	0.0914579	67.2672
4	3	3	0.0968399	67.9526
4	3	1	0.130832	72.2818
4	3	2	0.152199	75.0032
4	3	1	0.163907	76.4942
4	3	2	0.199682	81.0505
4	3	0	0.200172	81.113
4	3	0	0.223114	84.0348
4	3	3	0.290742	92.6478
4	3	1	0.357712	101.177
4	3	2	0.365127	102.121
4	3	2	0.381567	104.215
4	3	1	0.410098	107.849
4	3	2	0.420342	109.153
4	3	0	0.461424	114.386
4	3	3	0.473195	115.885
4	3	2	0.510561	120.644
4	3	2	0.54306	124.783
4	3	0	0.554623	126.255
4	3	3	0.556079	126.441
4	3	1	0.568815	128.063
4	3	0	0.588324	130.548
4	3	2	0.595901	131.513
4	3	1	0.693534	143.947
4	3	3	0.705934	145.526
4	3	1	0.706455	145.593
4	3	0	0.775611	154.4
4	3	3	0.803094	157.9
4	3	0	0.824381	160.612
4	3	3	0.864957	165.779
4	3	0	0.952102	176.878
4	3	1	0.962384	178.187
4	3	3	0.967831	178.881
4	3	3	0.967953	178.897
5	12	2	0.0442324	11.6991
5	12	1	0.160755	16.0379
5	12	2	0.369841	23.8234
5	12	0	0.408583	25.266
5	12	1	0.42494	25.8751
5	12	1	0.465282	27.3772
5	12	0	0.595769	32.236
5	12	2	0.63866	33.8331
5	12	3	0.7503	37.99
5	12	1	0.783798	39.2374
5	12	2	0.967873	46.0915
5	5	1	0.0132177	49.0813
5	5	2	0.048615	53.8844
5	5	0	0.126462	64.4475
5	5	0	0.137524	65.9485
5	5	0	0.143454	66.7531
5	5	3	0.158291	68.7664
5	5	2	0.160332	69.0433
5	5	2	0.200847	74.5409
5	5	1	0.214681	76.418
5	5	3	0.227591	78.1697
5	5	3	0.232114	78.7834
5	5	0	0.248527	81.0105
5	5	3	0.271178	84.0841
5	5	0	0.279656	85.2344
5	5	1	0.295102	87.3304
5	5	0	0.309555	89.2915
5	5	0	0.323759	91.2187
5	5	2	0.324177	91.2754
5	5	1	0.327554	91.7337
5	5	0	0.336457	92.9418
5	5	1	0.358365	95.9145
5	5	0	0.363307	96.585
5	5	3	0.368201	97.2491
5	5	3	0.412133	103.21
