NODE TIMES:	nid	time
	1	385.758
	2	385.758
	3	385.758
	4	385.758
	5	385.758
	6	385.758
	7	385.758
	8	385.758
	9	385.758
	10	385.758
	11	0
	12	0
	13	306.507
	14	221.965
	15	99.3085
	16	96.4227
	17	18.5983
	18	15.1084
	19	4.0793
	20	2.06408
	21	0.737106

ANCESTRY    (1)	19 (12 -> 21) 	17 (21 -> 20) 	15 (20 -> 17) 	10 (17 -> 13) 	1 (13 -> 1) 
ANCESTRY    (2)	19 (12 -> 21) 	17 (21 -> 20) 	15 (20 -> 17) 	9 (17 -> 14) 	3 (14 -> 2) 
ANCESTRY    (3)	19 (12 -> 21) 	17 (21 -> 20) 	15 (20 -> 17) 	9 (17 -> 14) 	4 (14 -> 3) 
ANCESTRY    (4)	19 (12 -> 21) 	17 (21 -> 20) 	16 (20 -> 19) 	14 (19 -> 18) 	11 (18 -> 4) 
ANCESTRY    (5)	19 (12 -> 21) 	17 (21 -> 20) 	16 (20 -> 19) 	13 (19 -> 15) 	5 (15 -> 5) 
ANCESTRY    (6)	19 (12 -> 21) 	18 (21 -> 6) 
ANCESTRY    (7)	19 (12 -> 21) 	17 (21 -> 20) 	16 (20 -> 19) 	13 (19 -> 15) 	6 (15 -> 7) 
ANCESTRY    (8)	19 (12 -> 21) 	17 (21 -> 20) 	16 (20 -> 19) 	14 (19 -> 18) 	12 (18 -> 16) 	8 (16 -> 8) 
ANCESTRY    (9)	19 (12 -> 21) 	17 (21 -> 20) 	16 (20 -> 19) 	14 (19 -> 18) 	12 (18 -> 16) 	7 (16 -> 9) 
ANCESTRY    (10)	19 (12 -> 21) 	17 (21 -> 20) 	15 (20 -> 17) 	10 (17 -> 13) 	2 (13 -> 10) 
ANCESTRY    (11)	20 (12 -> 11) 

MUTATIONS   (1)  dup, deln, crl, crg, wgd:	36	34	41	57	0
	eid	type	time
	15	crg	0.0446561	2.80243
	15	dup	0.203465	5.4282
	15	dup	0.555401	11.2472
	15	dup	0.673754	13.204
	15	crg	0.713377	13.8592
	15	crg	0.760506	14.6384
	15	crl	0.941775	17.6356
	10	del	0.00121048	18.9468
	10	crl	0.00921439	21.2512
	10	del	0.0200771	24.3786
	10	dup	0.0250696	25.816
	10	dup	0.0274733	26.5081
	10	dup	0.0692844	38.5458
	10	crl	0.0803211	41.7234
	10	del	0.0814343	42.0439
	10	del	0.0874323	43.7708
	10	crl	0.0898688	44.4722
	10	dup	0.102388	48.0768
	10	dup	0.107786	49.6309
	10	crl	0.111257	50.63
	10	crg	0.112431	50.9682
	10	dup	0.120404	53.2635
	10	crg	0.137449	58.1711
	10	crl	0.141801	59.4238
	10	dup	0.144271	60.135
	10	crg	0.147259	60.9953
	10	crg	0.167872	66.9301
	10	crg	0.175229	69.0481
	10	dup	0.185684	72.0583
	10	dup	0.192907	74.1379
	10	crg	0.211035	79.3568
	10	crg	0.219267	81.7269
	10	crl	0.225884	83.6322
	10	crg	0.226452	83.7956
	10	del	0.22876	84.4602
	10	dup	0.231155	85.1497
	10	crg	0.255457	92.1465
	10	crl	0.255584	92.1829
	10	crg	0.25623	92.369
	10	crg	0.276275	98.14
	10	crl	0.282089	99.8141
	10	crl	0.287606	101.402
	10	crg	0.290019	102.097
	10	dup	0.29658	103.986
	10	crg	0.308265	107.35
	10	crg	0.312539	108.581
	10	crg	0.320468	110.864
	10	crl	0.324357	111.983
	10	crl	0.32831	113.122
	10	del	0.333038	114.483
	10	del	0.355037	120.816
	10	crg	0.358085	121.694
	10	del	0.361075	122.555
	10	crl	0.362119	122.855
	10	crl	0.36249	122.962
	10	crl	0.372499	125.844
	10	del	0.373815	126.223
	10	crg	0.377393	127.253
	10	crg	0.390756	131.1
	10	dup	0.393038	131.757
	10	del	0.401042	134.062
	10	dup	0.408018	136.07
	10	dup	0.408103	136.095
	10	crl	0.417894	138.913
	10	crl	0.431593	142.857
	10	dup	0.451588	148.614
	10	crl	0.453059	149.038
	10	del	0.454583	149.476
	10	crl	0.455753	149.813
	10	dup	0.461888	151.58
	10	del	0.466104	152.793
	10	crl	0.471555	154.363
	10	dup	0.476182	155.695
	10	dup	0.482103	157.4
	10	crg	0.483956	157.933
	10	crg	0.508004	164.857
	10	crg	0.516435	167.284
	10	del	0.534279	172.422
	10	crg	0.536332	173.013
	10	dup	0.542756	174.862
	10	crl	0.557267	179.04
	10	crl	0.580485	185.725
	10	crl	0.581889	186.129
	10	crl	0.590577	188.63
	10	crg	0.60026	191.418
	10	crl	0.602524	192.07
	10	crg	0.605814	193.017
	10	crl	0.619067	196.833
	10	crg	0.641165	203.195
	10	crl	0.64322	203.787
	10	del	0.660789	208.845
	10	crg	0.66353	209.634
	10	del	0.671269	211.862
	10	crg	0.689484	217.106
	10	crl	0.692276	217.91
	10	del	0.694052	218.422
	10	crg	0.700863	220.382
	10	dup	0.711888	223.557
	10	del	0.716664	224.932
	10	crl	0.729781	228.708
	10	dup	0.734111	229.955
	10	crg	0.741005	231.94
	10	crg	0.74248	232.364
	10	crl	0.742959	232.502
	10	crg	0.758812	237.067
	10	dup	0.766519	239.286
	10	crg	0.768284	239.794
	10	crg	0.783648	244.217
	10	del	0.799512	248.784
	10	del	0.802353	249.602
	10	dup	0.807752	251.157
	10	crg	0.809122	251.551
	10	crg	0.809567	251.679
	10	crg	0.810185	251.857
	10	del	0.82191	255.233
	10	crl	0.822836	255.5
	10	crl	0.849075	263.054
	10	del	0.855881	265.013
	10	del	0.866103	267.957
	10	dup	0.866872	268.178
	10	crg	0.877076	271.116
	10	del	0.88331	272.911
	10	crg	0.898825	277.377
	10	crg	0.906633	279.625
	10	dup	0.915647	282.221
	10	del	0.938568	288.82
	10	del	0.955503	293.696
	10	crg	0.957128	294.163
	10	crg	0.957707	294.33
	10	del	0.965446	296.558
	10	del	0.974116	299.054
	10	del	0.983992	301.898
	10	crg	0.986568	302.639
	10	crg	0.988119	303.086
	10	dup	0.988663	303.242
	10	dup	0.999293	306.303
	1	crg	0.00174859	306.645
	1	del	0.0111338	307.389
	1	crl	0.0359772	309.358
	1	crl	0.0498837	310.46
	1	crl	0.0641004	311.587
	1	crl	0.0802365	312.865
	1	crl	0.0880801	313.487
	1	dup	0.176341	320.482
	1	crg	0.190051	321.568
	1	crg	0.234212	325.068
	1	crl	0.299625	330.252
	1	crg	0.31198	331.231
	1	crg	0.337387	333.245
	1	dup	0.363337	335.301
	1	crg	0.383682	336.914
	1	crg	0.416299	339.499
	1	dup	0.47089	343.825
	1	del	0.503682	346.424
	1	del	0.510706	346.981
	1	del	0.516172	347.414
	1	crl	0.543834	349.606
	1	crg	0.646711	357.759
	1	crg	0.699877	361.973
	1	dup	0.733859	364.666
	1	crl	0.744432	365.504
	1	del	0.838651	372.971
	1	dup	0.844353	373.422
	1	crg	0.848375	373.741
	1	dup	0.953413	382.066
	1	crg	0.954128	382.122
	1	del	0.960345	382.615
	1	crl	0.985387	384.599

MUTATIONS   (2)  dup, deln, crl, crg, wgd:	50	30	35	40	0
	eid	type	time
	15	crg	0.0446561	2.80243
	15	dup	0.203465	5.4282
	15	dup	0.555401	11.2472
	15	dup	0.673754	13.204
	15	crg	0.713377	13.8592
	15	crg	0.760506	14.6384
	15	crl	0.941775	17.6356
	9	crl	0.0210934	22.888
	9	del	0.0458448	27.9216
	9	dup	0.066308	32.0831
	9	del	0.0814222	35.1569
	9	del	0.0825724	35.3908
	9	crl	0.105646	40.0831
	9	del	0.107059	40.3705
	9	crl	0.136505	46.3589
	9	dup	0.1484	48.7779
	9	crg	0.150926	49.2916
	9	crl	0.154069	49.9308
	9	crl	0.175464	54.2818
	9	dup	0.18457	56.1338
	9	crg	0.215483	62.4203
	9	del	0.217245	62.7787
	9	crl	0.220766	63.4947
	9	del	0.285479	76.6553
	9	dup	0.295085	78.6088
	9	dup	0.30982	81.6055
	9	del	0.311974	82.0435
	9	crl	0.318149	83.2993
	9	crg	0.324775	84.6469
	9	crg	0.345357	88.8325
	9	crl	0.3548	90.7528
	9	crg	0.36279	92.3778
	9	crl	0.417093	103.421
	9	dup	0.422027	104.425
	9	dup	0.424735	104.975
	9	del	0.436678	107.404
	9	dup	0.437418	107.555
	9	crg	0.46307	112.771
	9	dup	0.468767	113.93
	9	crg	0.496429	119.555
	9	crg	0.517702	123.882
	9	crl	0.519424	124.232
	9	dup	0.528358	126.049
	9	dup	0.542364	128.897
	9	del	0.54865	130.176
	9	dup	0.552563	130.971
	9	crg	0.556856	131.844
	9	dup	0.580746	136.703
	9	crl	0.603033	141.235
	9	del	0.613015	143.265
	9	crl	0.639306	148.612
	9	crl	0.644608	149.69
	9	crl	0.661232	153.071
	9	dup	0.668836	154.617
	9	dup	0.67132	155.123
	9	crg	0.685135	157.932
	9	crg	0.707303	162.44
	9	crg	0.710823	163.156
	9	del	0.732009	167.465
	9	del	0.742962	169.692
	9	crg	0.754924	172.125
	9	crg	0.763408	173.85
	9	del	0.77227	175.652
	9	crl	0.784457	178.131
	9	crl	0.795338	180.344
	9	crg	0.807942	182.907
	9	crl	0.808012	182.921
	9	dup	0.830056	187.404
	9	dup	0.840562	189.541
	9	dup	0.854226	192.32
	9	dup	0.872582	196.053
	9	del	0.881915	197.951
	9	dup	0.911656	203.999
	9	crg	0.919727	205.64
	9	crg	0.929516	207.631
	9	del	0.930562	207.844
	9	dup	0.93204	208.144
	9	crg	0.950938	211.988
	9	crg	0.961841	214.205
	9	crl	0.963833	214.61
	9	dup	0.973594	216.595
	9	dup	0.991827	220.303
	3	del	0.0215982	225.503
	3	crg	0.0341406	227.557
	3	crg	0.0408862	228.662
	3	del	0.0492679	230.035
	3	dup	0.069706	233.383
	3	crg	0.0824821	235.475
	3	del	0.104035	239.005
	3	dup	0.119718	241.574
	3	crl	0.126952	242.759
	3	del	0.139846	244.871
	3	crg	0.142	245.224
	3	del	0.142161	245.25
	3	del	0.150812	246.667
	3	dup	0.152211	246.896
	3	crl	0.172319	250.19
	3	dup	0.173276	250.347
	3	crg	0.181666	251.721
	3	dup	0.195454	253.979
	3	dup	0.204689	255.492
	3	crg	0.227549	259.236
	3	crg	0.232978	260.125
	3	crg	0.279502	267.746
	3	dup	0.279899	267.811
	3	dup	0.297177	270.641
	3	crl	0.32729	275.573
	3	crg	0.336295	277.048
	3	dup	0.363432	281.493
	3	dup	0.400145	287.506
	3	crg	0.404188	288.168
	3	crg	0.406039	288.471
	3	dup	0.409428	289.026
	3	del	0.42812	292.088
	3	dup	0.441282	294.244
	3	del	0.458485	297.061
	3	dup	0.461804	297.605
	3	dup	0.510422	305.568
	3	del	0.511052	305.672
	3	crg	0.540253	310.455
	3	dup	0.573444	315.891
	3	dup	0.578943	316.792
	3	del	0.586054	317.956
	3	crg	0.589456	318.514
	3	crl	0.598902	320.061
	3	crl	0.607689	321.5
	3	crl	0.612984	322.367
	3	del	0.614487	322.613
	3	crl	0.619037	323.359
	3	del	0.634095	325.825
	3	dup	0.649905	328.415
	3	dup	0.652875	328.901
	3	crl	0.659115	329.923
	3	crg	0.668084	331.392
	3	dup	0.752816	345.271
	3	crl	0.774685	348.853
	3	crl	0.797564	352.6
	3	del	0.821269	356.483
	3	crl	0.824359	356.989
	3	crg	0.830764	358.038
	3	del	0.854121	361.864
	3	dup	0.862204	363.188
	3	crl	0.863983	363.479
	3	dup	0.871082	364.642
	3	crg	0.8729	364.94
	3	crl	0.883672	366.704
	3	crl	0.888482	367.492
	3	crg	0.89081	367.873
	3	dup	0.91224	371.383
	3	crg	0.918017	372.329
	3	crl	0.945745	376.871
	3	del	0.952201	377.928
	3	dup	0.957881	378.859
	3	dup	0.978359	382.213
	3	crl	0.995784	385.067

MUTATIONS   (3)  dup, deln, crl, crg, wgd:	41	30	42	45	0
	eid	type	time
	15	crg	0.0446561	2.80243
	15	dup	0.203465	5.4282
	15	dup	0.555401	11.2472
	15	dup	0.673754	13.204
	15	crg	0.713377	13.8592
	15	crg	0.760506	14.6384
	15	crl	0.941775	17.6356
	9	crl	0.0210934	22.888
	9	del	0.0458448	27.9216
	9	dup	0.066308	32.0831
	9	del	0.0814222	35.1569
	9	del	0.0825724	35.3908
	9	crl	0.105646	40.0831
	9	del	0.107059	40.3705
	9	crl	0.136505	46.3589
	9	dup	0.1484	48.7779
	9	crg	0.150926	49.2916
	9	crl	0.154069	49.9308
	9	crl	0.175464	54.2818
	9	dup	0.18457	56.1338
	9	crg	0.215483	62.4203
	9	del	0.217245	62.7787
	9	crl	0.220766	63.4947
	9	del	0.285479	76.6553
	9	dup	0.295085	78.6088
	9	dup	0.30982	81.6055
	9	del	0.311974	82.0435
	9	crl	0.318149	83.2993
	9	crg	0.324775	84.6469
	9	crg	0.345357	88.8325
	9	crl	0.3548	90.7528
	9	crg	0.36279	92.3778
	9	crl	0.417093	103.421
	9	dup	0.422027	104.425
	9	dup	0.424735	104.975
	9	del	0.436678	107.404
	9	dup	0.437418	107.555
	9	crg	0.46307	112.771
	9	dup	0.468767	113.93
	9	crg	0.496429	119.555
	9	crg	0.517702	123.882
	9	crl	0.519424	124.232
	9	dup	0.528358	126.049
	9	dup	0.542364	128.897
	9	del	0.54865	130.176
	9	dup	0.552563	130.971
	9	crg	0.556856	131.844
	9	dup	0.580746	136.703
	9	crl	0.603033	141.235
	9	del	0.613015	143.265
	9	crl	0.639306	148.612
	9	crl	0.644608	149.69
	9	crl	0.661232	153.071
	9	dup	0.668836	154.617
	9	dup	0.67132	155.123
	9	crg	0.685135	157.932
	9	crg	0.707303	162.44
	9	crg	0.710823	163.156
	9	del	0.732009	167.465
	9	del	0.742962	169.692
	9	crg	0.754924	172.125
	9	crg	0.763408	173.85
	9	del	0.77227	175.652
	9	crl	0.784457	178.131
	9	crl	0.795338	180.344
	9	crg	0.807942	182.907
	9	crl	0.808012	182.921
	9	dup	0.830056	187.404
	9	dup	0.840562	189.541
	9	dup	0.854226	192.32
	9	dup	0.872582	196.053
	9	del	0.881915	197.951
	9	dup	0.911656	203.999
	9	crg	0.919727	205.64
	9	crg	0.929516	207.631
	9	del	0.930562	207.844
	9	dup	0.93204	208.144
	9	crg	0.950938	211.988
	9	crg	0.961841	214.205
	9	crl	0.963833	214.61
	9	dup	0.973594	216.595
	9	dup	0.991827	220.303
	4	crg	0.0156797	224.533
	4	crg	0.0197834	225.206
	4	crl	0.037615	228.126
	4	crl	0.0417134	228.798
	4	crl	0.0585336	231.553
	4	crg	0.0754399	234.322
	4	crg	0.0790935	234.92
	4	dup	0.121565	241.877
	4	crl	0.168919	249.633
	4	del	0.175281	250.675
	4	dup	0.203099	255.231
	4	del	0.203173	255.243
	4	crl	0.210902	256.509
	4	del	0.228558	259.401
	4	crl	0.242379	261.665
	4	crl	0.244401	261.996
	4	dup	0.251695	263.191
	4	crl	0.273019	266.684
	4	dup	0.277988	267.498
	4	crl	0.287365	269.033
	4	dup	0.30237	271.491
	4	crg	0.337608	277.263
	4	del	0.359495	280.848
	4	dup	0.366716	282.03
	4	crl	0.377699	283.829
	4	crg	0.391938	286.162
	4	dup	0.411757	289.408
	4	del	0.421922	291.073
	4	crl	0.427904	292.053
	4	crg	0.429539	292.32
	4	crl	0.460658	297.418
	4	crg	0.469486	298.863
	4	crl	0.494141	302.902
	4	crl	0.519157	306.999
	4	crg	0.522111	307.483
	4	dup	0.523633	307.732
	4	del	0.537961	310.079
	4	del	0.543617	311.005
	4	crl	0.54468	311.18
	4	crg	0.562755	314.14
	4	crg	0.567255	314.877
	4	del	0.568889	315.145
	4	crl	0.606546	321.313
	4	del	0.616808	322.994
	4	crg	0.621645	323.786
	4	dup	0.622264	323.887
	4	crg	0.623084	324.022
	4	crg	0.629373	325.052
	4	crg	0.653928	329.074
	4	crg	0.667277	331.26
	4	crl	0.67987	333.323
	4	crg	0.712056	338.595
	4	dup	0.716255	339.282
	4	crl	0.722453	340.297
	4	dup	0.728627	341.309
	4	dup	0.735634	342.456
	4	del	0.747485	344.398
	4	dup	0.75065	344.916
	4	dup	0.75489	345.61
	4	del	0.755295	345.677
	4	crg	0.764444	347.175
	4	crl	0.771839	348.387
	4	crg	0.794599	352.115
	4	crl	0.799961	352.993
	4	crg	0.816352	355.677
	4	crg	0.822072	356.614
	4	crl	0.875241	365.323
	4	crg	0.881442	366.339
	4	del	0.888868	367.555
	4	crl	0.906097	370.377
	4	del	0.90638	370.423
	4	del	0.933344	374.84
	4	del	0.933824	374.918
	4	crg	0.942361	376.317
	4	crl	0.979479	382.396
	4	dup	0.996347	385.159

MUTATIONS   (4)  dup, deln, crl, crg, wgd:	36	24	42	26	0
	eid	type	time
	16	dup	0.442093	2.95499
	14	crl	0.188251	6.15553
	11	dup	0.000934387	15.4547
	11	del	0.00317679	16.2858
	11	crg	0.0128597	19.8748
	11	del	0.0358727	28.4046
	11	dup	0.0367027	28.7122
	11	dup	0.0388179	29.4962
	11	del	0.0503156	33.7578
	11	crg	0.0509878	34.007
	11	crl	0.0542571	35.2187
	11	crl	0.0748548	42.8533
	11	crg	0.0770348	43.6612
	11	del	0.0781944	44.0911
	11	crg	0.0848694	46.5651
	11	crl	0.0854237	46.7706
	11	dup	0.0903548	48.5983
	11	del	0.11502	57.7406
	11	del	0.117515	58.6654
	11	crl	0.117844	58.7873
	11	crg	0.118722	59.1124
	11	dup	0.134539	64.9752
	11	crg	0.137744	66.1631
	11	del	0.141491	67.5519
	11	dup	0.146882	69.5503
	11	dup	0.147537	69.7928
	11	crl	0.157707	73.5622
	11	del	0.165865	76.5862
	11	del	0.183564	83.1463
	11	crl	0.184491	83.4898
	11	crl	0.202105	90.0185
	11	del	0.209307	92.688
	11	crg	0.219952	96.6334
	11	del	0.221	97.0218
	11	dup	0.228909	99.9532
	11	dup	0.239299	103.804
	11	crl	0.25261	108.738
	11	crl	0.257833	110.674
	11	dup	0.258619	110.965
	11	crl	0.261806	112.146
	11	del	0.270796	115.479
	11	crg	0.27686	117.726
	11	crg	0.277652	118.02
	11	del	0.278415	118.303
	11	dup	0.292511	123.527
	11	crg	0.293128	123.756
	11	crg	0.294745	124.355
	11	crg	0.330186	137.492
	11	dup	0.339663	141.004
	11	dup	0.352362	145.711
	11	dup	0.360139	148.594
	11	dup	0.365671	150.644
	11	crl	0.377265	154.941
	11	crg	0.380498	156.14
	11	dup	0.413269	168.286
	11	crg	0.426347	173.134
	11	del	0.436122	176.757
	11	crg	0.457593	184.715
	11	crl	0.45965	185.477
	11	dup	0.476202	191.612
	11	crl	0.480032	193.032
	11	crl	0.488556	196.191
	11	crg	0.496289	199.058
